Transaction_ID,Transaction_Timestamp,Customer_ID,Date_of_Birth,Gender,Sector,Store_or_Service_ID,Store_Type,Payment_Method,Card_Type,Card_Category,Wallet_Provider,Transaction_Amount_GBP,Payment_Status,Transaction_Channel,Government_Service,Crypto_Type,Spending_Limit_Used,Customer_Segment,Store_or_Service_Name,Device_Type,Promo_Code,App_Version,Merchant_Category_Code,Location
T01996,27-05-2025 02:11:49,001902,06-08-1969,Female,Retail,FreshFoods,Trial,Digital_Wallet,None,None,PayPal,190.08,Failed,In_Store,No,None,No,Low,FreshFoods,POS_Terminal,SUMMER24,1.0.0,626,Eastmoor
T01997,30-07-2024 11:56:21,000940,05-10-1949,Male,Retail,TechStore,Control,Card,Visa,Prepaid,None,254.29,Failed,In_Store,No,None,No,Low,TechStore,Laptop,SUMMER24,3.1.0,387,Stonebridge
T01998,01-12-2025 23:53:28,000217,09-10-1968,Female,Government Services,Health Department,Trial,Digital_Wallet,None,None,Wish,418.71,Failed,In_Store,Yes,None,No,Medium,Health Department,POS_Terminal,NONE,1.2.0,577,Johnsville
T01999,06-05-2025 23:27:14,001857,25-11-1993,Female,Government Services,Fire & Safety Department,Control,Virtual_Card,None,None,None,456.27,Failed,Online,Yes,None,Yes,Low,Fire & Safety Department,Laptop,NONE,3.1.0,866,Oakridge
T02000,16-11-2025 00:19:57,001064,12-09-1967,Male,Government Services,City Council Office,Control,Digital_Wallet,None,None,Wish,183.38,Failed,In_Store,Yes,None,No,Low,City Council Office,POS_Terminal,NONE,1.1.0,659,Kingsport
T02001,25-08-2025 16:36:48,000481,02-08-1962,Female,Retail,ActiveGear,Control,Digital_Wallet,None,None,PayPal,356.17,Failed,In_Store,No,None,No,High,ActiveGear,Mobile,NONE,1.0.0,581,Eastmoor
T02002,20-01-2025 14:20:22,001203,20-03-1993,Male,Retail,ActiveSports,Control,Cryptocurrency,None,None,None,327.08,Failed,In_App,No,Other,No,Medium,ActiveSports,Computer,WINTER25,3.1.0,800,Kingsport
T02003,06-11-2025 09:33:18,001639,25-03-1975,Female,Retail,JewelBox,Trial,Card,Mastercard,Debit,None,291.18,Failed,Online,No,None,No,Low,JewelBox,POS_Terminal,SUMMER24,3.0.0,755,Riverton
T02004,09-08-2024 05:13:44,001340,06-08-2004,Male,Retail,HomeNeeds,Trial,Virtual_Card,None,None,None,496.76,Failed,Online,No,None,No,High,HomeNeeds,POS_Terminal,SUMMER24,2.1.0,355,Riverton
T02005,26-03-2025 07:07:10,001336,14-06-1982,Male,Government Services,Municipal Services Office,Control,Cryptocurrency,None,None,None,165.37,Failed,In_Store,Yes,Other,No,Low,Municipal Services Office,Mobile,WINTER25,3.0.0,472,Oakridge
T02006,26-10-2025 03:41:53,000644,02-04-1945,Male,Retail,FashionPoint,Control,Digital_Wallet,None,None,Wish,248.94,Failed,In_App,No,None,No,Low,FashionPoint,Mobile,WINTER25,3.1.0,638,Kingsport
T02007,01-10-2025 20:57:18,000447,13-03-1983,Female,Retail,JewelBox,Control,Virtual_Card,None,None,None,29.34,Failed,In_App,No,None,Yes,High,JewelBox,Mobile,NONE,3.1.0,576,Stonebridge
T02008,13-03-2024 22:47:06,001803,14-12-1998,Male,Government Services,Municipal Services Office,Control,Digital_Wallet,None,None,Revolut,329.14,Failed,In_Store,Yes,None,No,Low,Municipal Services Office,Mobile,WINTER25,3.2.1,647,Eastmoor
T02009,28-10-2024 07:03:30,001196,26-08-2005,Male,Retail,FreshFoods,Trial,Digital_Wallet,None,None,Wish,356.09,Failed,In_App,No,None,No,Low,FreshFoods,Computer,SUMMER24,2.0.0,293,Stonebridge
T02010,27-03-2025 18:36:31,001204,28-12-1983,Male,Retail,CityBakery,Control,Cryptocurrency,None,None,None,341.38,Failed,Online,No,Ethereum,No,Low,CityBakery,Laptop,SUMMER24,1.1.0,883,Brandybrug
T02011,23-12-2025 02:48:05,001683,01-12-1965,Female,Government Services,City Council Office,Control,QR_Payment,None,None,None,98.59,Failed,In_App,Yes,None,No,Medium,City Council Office,Laptop,WINTER25,2.2.0,928,Johnsville
T02012,09-08-2024 04:00:11,001277,02-02-1977,Male,Retail,FashionPoint,Trial,Cryptocurrency,None,None,None,27.76,Failed,Online,No,Other,,Low,FashionPoint,Laptop,SUMMER24,2.1.0,593,Westhaven
T02013,28-02-2024 03:03:17,000599,15-12-1955,Female,Retail,TechStore,Control,QR_Payment,None,None,None,443.23,Failed,In_Store,No,None,No,Medium,TechStore,Laptop,NONE,2.2.0,421,Riverton
T02014,24-09-2024 17:14:07,001424,27-12-2004,Male,Retail,FashionPoint,Control,Card,Visa,Credit,None,21.44,Failed,Online,No,None,No,Medium,FashionPoint,POS_Terminal,WINTER25,1.1.0,299,Stonebridge
T02015,28-08-2024 03:18:41,000544,25-11-1967,Female,Government Services,Fire & Safety Department,Control,QR_Payment,None,None,None,282.24,Failed,In_App,Yes,None,No,High,Fire & Safety Department,POS_Terminal,SUMMER24,1.2.0,210,Oakridge
T02016,13-03-2025 20:28:25,000511,26-11-1999,Male,Government Services,Fire & Safety Department,Control,Card,Amex,Credit,None,239.33,Failed,In_Store,Yes,None,No,High,Fire & Safety Department,Mobile,WINTER25,2.2.0,130,Westhaven
T02017,24-07-2025 20:19:44,000830,28-08-2004,Male,Retail,DailyGrocer,Control,Digital_Wallet,None,None,PayPal,453.27,Failed,In_Store,No,None,No,Medium,DailyGrocer,Laptop,NONE,1.0.0,473,Stonebridge
T02018,17-08-2024 22:34:42,000581,02-05-1972,Male,Retail,FunZone Amusements,Control,QR_Payment,None,None,None,124.92,Failed,Online,No,None,No,Medium,FunZone Amusements,Computer,WINTER25,2.2.0,431,Riverton
T02019,26-03-2025 23:46:15,000682,13-05-1955,Male,Retail,GameSphere,Trial,Virtual_Card,None,None,None,353.14,Failed,In_App,No,None,Yes,Low,GameSphere,Mobile,WINTER25,3.1.0,598,Oakridge
T02020,15-04-2025 11:20:54,001643,11-02-1952,Male,Government Services,City Council Office,Control,Digital_Wallet,None,None,PayPal,323.44,Failed,In_App,Yes,,No,High,City Council Office,POS_Terminal,SUMMER24,1.0.0,369,Stonebridge
T02021,28-01-2024 11:15:48,000060,22-03-1994,Female,Retail,BrightBooks,Trial,Digital_Wallet,None,None,Revolut,283.22,Failed,In_Store,No,None,No,Low,BrightBooks,Laptop,WINTER25,1.0.0,288,Brandybrug
T02022,26-04-2024 05:59:20,000128,10-03-1958,Male,Retail,ActiveGear,Control,QR_Payment,None,None,None,338.59,Failed,In_App,No,None,No,Low,ActiveGear,Mobile,WINTER25,1.0.0,542,Westhaven
T02023,19-01-2024 10:51:44,001880,15-07-1976,Male,Government Services,Tax Office,Trial,QR_Payment,None,None,None,339.43,Failed,Online,Yes,None,No,Low,Tax Office,Mobile,SUMMER24,2.0.0,698,Eastmoor
T02024,15-07-2024 09:29:30,000634,08-01-1974,Male,Telecom,ConnectStore,Trial,Virtual_Card,None,None,None,447.13,Failed,Online,No,None,No,Low,ConnectStore,POS_Terminal,SUMMER24,1.1.0,664,Eastmoor
T02025,16-06-2025 17:29:20,000487,07-04-1945,Prefer not to say,Government Services,Water Board,Control,Digital_Wallet,None,None,Wish,367.61,Failed,Online,Yes,None,No,Low,Water Board,Laptop,NONE,3.0.0,901,Fairview
T02026,23-04-2024 22:47:49,000231,10-01-1949,Prefer not to say,Retail,SuperMart,Control,Digital_Wallet,None,None,PayPal,240.71,Failed,Online,No,None,No,Low,SuperMart,,WINTER25,1.0.0,986,Black Lake
T02027,28-11-2025 06:37:48,001146,25-12-1954,Male,Telecom,Connect Telecom,Control,Cryptocurrency,None,None,None,326.53,Failed,In_App,No,Bitcoin,No,Medium,Connect Telecom,Computer,SUMMER24,3.1.0,898,Black Lake
T02028,02-09-2024 02:24:00,000586,28-05-1975,Prefer not to say,Telecom,ConnectStore,Control,Virtual_Card,None,None,None,394.85,Failed,In_Store,No,None,No,Low,ConnectStore,Laptop,SUMMER24,3.0.0,298,Brandybrug
T02029,03-05-2024 07:51:46,001420,21-02-2004,Female,Government Services,Public Library,Control,Card,Visa,Credit,None,211.27,Failed,In_Store,Yes,None,No,Low,Public Library,Mobile,WINTER25,2.1.0,525,Stonebridge
T02030,11-10-2024 00:40:22,001031,27-09-1944,Female,Retail,FreshMart,Control,QR_Payment,None,None,None,246.04,Failed,Online,No,None,No,Low,FreshMart,POS_Terminal,NONE,1.0.0,762,Stonebridge
T02031,19-11-2025 06:24:33,001701,21-09-1975,Female,Retail,BookNest,Control,QR_Payment,None,None,None,458.49,Failed,In_App,No,None,No,Low,BookNest,Laptop,WINTER25,3.1.0,322,Westhaven
T02032,03-03-2025 06:50:11,000954,05-07-1956,Male,Government Services,DMV Office,Trial,Virtual_Card,None,None,None,8.03,Failed,Online,Yes,None,No,Medium,DMV Office,Computer,WINTER25,2.2.0,590,Westhaven
T02033,21-12-2024 20:30:05,001589,22-11-1972,Female,Government Services,Urban Planning Office,Trial,Virtual_Card,None,None,None,72.0,Failed,In_Store,Yes,None,Yes,High,Urban Planning Office,POS_Terminal,SUMMER24,3.2.1,413,Brandybrug
T02034,05-11-2024 19:45:54,001070,10-10-1963,Male,Retail,GameSphere,Control,Digital_Wallet,None,None,Wish,398.53,Failed,Online,No,None,No,Medium,GameSphere,POS_Terminal,NONE,1.1.0,824,Stonebridge
T02035,18-07-2024 17:45:48,000245,09-03-1946,Male,Retail,FashionPoint,Trial,QR_Payment,None,None,None,98.74,Failed,In_App,No,None,No,Medium,FashionPoint,Mobile,NONE,3.2.1,534,Black Lake
T02036,16-09-2024 23:03:09,000793,03-03-1983,Female,Government Services,Tax Office,Control,Cryptocurrency,None,None,None,6.28,Failed,Online,Yes,Other,No,Low,Tax Office,Mobile,NONE,3.0.0,487,Kingsport
T02037,01-01-2025 13:47:11,001986,18-02-1978,Male,Government Services,Urban Planning Office,Control,QR_Payment,None,None,None,318.35,Failed,Online,Yes,None,No,Medium,Urban Planning Office,POS_Terminal,NONE,3.2.1,295,Johnsville
T02038,14-11-2025 14:34:31,000357,05-01-2000,Male,Government Services,Water Board,Control,QR_Payment,None,None,None,67.63,Failed,In_Store,Yes,None,No,Medium,Water Board,Computer,SUMMER24,2.2.0,788,Kingsport
T02039,05-03-2024 15:04:09,001718,04-11-2000,Male,Entertainment,CinemaWorld,Control,Card,Amex,Prepaid,None,43.71,Failed,In_Store,No,None,No,Medium,CinemaWorld,Computer,NONE,1.0.0,634,Westhaven
T02040,03-01-2024 03:30:26,001907,22-08-2005,Female,Government Services,DMV Office,Trial,Card,Amex,Prepaid,None,389.94,Failed,In_Store,Yes,None,No,Low,DMV Office,POS_Terminal,WINTER25,1.1.0,475,Brandybrug
T02041,31-01-2024 14:38:52,000983,23-11-1972,Male,Retail,GlobalMart,Control,Card,Mastercard,Debit,None,30.05,Failed,Online,No,None,No,Low,GlobalMart,Laptop,WINTER25,3.2.1,692,Riverton
T02042,22-07-2025 13:38:46,000907,04-05-1952,Male,Retail,CityBakery,Control,Digital_Wallet,None,None,Wish,456.09,Failed,In_App,No,None,No,Medium,CityBakery,Mobile,NONE,1.0.0,435,Johnsville
T02043,12-03-2024 03:22:32,000072,03-02-1945,Female,Government Services,Fire & Safety Department,Control,Card,Visa,Prepaid,None,235.02,Failed,Online,Yes,None,No,Medium,Fire & Safety Department,POS_Terminal,NONE,2.2.0,128,Brandybrug
T02044,10-01-2024 04:21:10,000763,09-04-1945,Female,Retail,GameSphere,Trial,QR_Payment,None,None,None,283.11,Failed,Online,No,None,,High,GameSphere,Laptop,NONE,1.2.0,133,Johnsville
T02045,10-01-2024 06:51:38,001382,05-08-1962,Female,Retail,StyleCorner,Control,Virtual_Card,None,None,None,452.33,Failed,In_Store,No,None,No,Medium,StyleCorner,POS_Terminal,WINTER25,3.1.0,790,Riverton
T02046,12-05-2025 02:32:01,000472,24-04-1950,Male,Government Services,Urban Planning Office,Control,QR_Payment,None,None,None,297.91,Failed,In_Store,Yes,None,No,Low,Urban Planning Office,POS_Terminal,NONE,2.1.0,360,Brandybrug
T02047,26-09-2024 04:08:05,000310,06-05-1990,Female,Retail,EliteElectronics,Control,Cryptocurrency,None,None,None,129.7,Failed,In_Store,No,Other,No,Low,EliteElectronics,Laptop,SUMMER24,2.1.0,185,Stonebridge
T02048,08-08-2024 18:07:21,000232,05-09-1974,Male,Retail,UrbanBites,Control,Digital_Wallet,None,None,Revolut,146.57,Failed,In_Store,No,None,No,Low,UrbanBites,Computer,SUMMER24,2.0.0,344,Westhaven
T02049,29-12-2025 02:59:50,001600,20-12-1954,Male,Telecom,ConnectStore,Control,Virtual_Card,None,None,None,398.31,Failed,In_App,No,None,No,Medium,ConnectStore,POS_Terminal,WINTER25,3.2.1,217,Stonebridge
T02050,18-08-2025 20:11:58,001879,18-10-1982,Male,Retail,SuperMart,Control,QR_Payment,None,None,None,172.41,Failed,Online,No,None,No,Medium,SuperMart,POS_Terminal,WINTER25,1.0.0,919,Riverton
T02051,08-02-2025 15:29:28,000611,01-01-2000,Female,Telecom,ConnectStore,Control,Cryptocurrency,None,None,None,40.34,Failed,In_App,No,Other,No,Medium,ConnectStore,Mobile,NONE,1.0.0,316,Riverton
T02052,25-01-2025 22:29:08,000821,14-02-1964,Female,Retail,FreshFoods,Trial,Card,Amex,Debit,None,222.66,Failed,In_App,No,None,No,Low,FreshFoods,Computer,SUMMER24,3.2.1,547,Eastmoor
T02053,21-05-2024 20:58:47,000530,01-07-1985,Male,Retail,GreenGrocers,Control,QR_Payment,None,None,None,73.53,Failed,In_App,No,None,No,Low,GreenGrocers,Mobile,SUMMER24,1.1.0,192,Black Lake
T02054,08-12-2025 15:05:31,001436,16-01-1960,Male,Retail,BrightBooks,Control,Card,Amex,Debit,None,205.77,Failed,In_App,No,None,No,Medium,BrightBooks,Computer,NONE,2.0.0,938,Brandybrug
T02055,29-02-2024 07:43:03,000498,18-03-2006,Prefer not to say,Retail,UrbanBites,Control,Virtual_Card,None,None,None,250.54,Failed,Online,No,None,Yes,High,UrbanBites,Mobile,NONE,3.1.0,840,Eastmoor
T02056,20-05-2025 12:25:56,000564,06-11-1995,Male,Government Services,DMV Office,Control,Cryptocurrency,None,None,None,438.91,Failed,Online,Yes,Bitcoin,No,Medium,DMV Office,Laptop,SUMMER24,3.0.0,371,Brandybrug
T02057,25-09-2024 20:59:25,001262,21-11-1953,Female,Retail,MegaGadgets,Control,Digital_Wallet,None,None,PayPal,168.14,Failed,In_App,No,None,No,Medium,MegaGadgets,,NONE,1.2.0,942,Fairview
T02058,05-02-2025 14:21:17,001782,25-11-1993,Female,Government Services,Community Health Center,Control,Cryptocurrency,None,None,None,359.41,Failed,Online,Yes,Bitcoin,No,Low,Community Health Center,Mobile,WINTER25,3.1.0,799,Kingsport
T02059,17-04-2025 21:47:27,001493,07-09-1953,Male,Retail,SparkleJewels,Trial,QR_Payment,None,None,None,193.91,Failed,In_App,No,None,No,Low,SparkleJewels,Laptop,NONE,2.0.0,566,Johnsville
T02060,09-01-2025 05:00:39,001477,14-08-1965,Male,Retail,TrendLab,Control,Virtual_Card,None,None,None,41.22,Failed,In_App,No,None,Yes,Medium,TrendLab,Mobile,WINTER25,1.2.0,611,Riverton
T02061,19-02-2025 19:22:27,000098,27-02-1986,Female,Government Services,Public Records Office,Trial,Digital_Wallet,None,None,Wish,416.26,Failed,Online,Yes,None,No,Low,Public Records Office,POS_Terminal,WINTER25,3.0.0,734,Oakridge
T02062,06-02-2025 16:58:51,001330,01-03-1992,Female,Telecom,ConnectStore,Control,Cryptocurrency,None,None,None,231.05,Failed,In_App,No,Other,No,Low,ConnectStore,Computer,WINTER25,2.1.0,437,Oakridge
T02063,19-07-2024 09:08:27,001810,16-04-1993,Male,Retail,FashionPoint,Control,Card,Visa,Debit,None,3.13,Failed,In_Store,No,None,No,Medium,FashionPoint,Laptop,NONE,2.0.0,525,Black Lake
T02064,20-06-2025 21:56:32,000673,27-04-1960,Male,Retail,CityBakery,Control,Virtual_Card,None,None,None,332.08,Failed,Online,No,None,No,Medium,CityBakery,Laptop,WINTER25,3.0.0,355,Oakridge
T02065,13-04-2025 05:12:15,000056,20-02-1967,Male,Telecom,SparkMobile,Trial,QR_Payment,None,None,None,420.9,Failed,In_Store,No,None,No,High,SparkMobile,Computer,WINTER25,3.1.0,718,Eastmoor
T02066,23-11-2024 17:23:18,001473,11-09-1977,Female,Government Services,Road Safety Office,Control,Virtual_Card,None,None,None,460.64,Failed,Online,Yes,None,Yes,Medium,Road Safety Office,Computer,WINTER25,3.2.1,922,Stonebridge
T02067,15-04-2024 17:08:47,001445,07-10-1970,Male,Telecom,Connect Telecom,Control,Digital_Wallet,None,None,PayPal,483.08,Failed,In_App,No,None,No,Low,Connect Telecom,Mobile,NONE,3.0.0,443,Fairview
T02068,14-07-2024 23:38:42,001062,05-12-1989,Male,Retail,FashionHub,Control,Digital_Wallet,None,None,PayPal,190.0,Failed,Online,No,None,No,Low,FashionHub,Laptop,WINTER25,2.1.0,347,Eastmoor
T02069,11-02-2024 01:20:09,000437,15-05-1986,Prefer not to say,Government Services,Public Transport Hub,Control,Digital_Wallet,None,None,Wish,358.02,Failed,In_App,Yes,None,No,Medium,Public Transport Hub,Mobile,NONE,3.0.0,750,Brandybrug
T02070,08-08-2024 19:09:17,000611,01-01-2000,Female,Retail,GlobalMart,Control,QR_Payment,None,None,None,209.77,Failed,Online,No,None,No,Medium,GlobalMart,Mobile,SUMMER24,1.1.0,314,Oakridge
T02071,26-06-2025 13:30:54,000030,25-09-1964,Female,Retail,MegaGadgets,Control,Digital_Wallet,None,None,Wish,452.14,Failed,In_Store,No,None,No,High,MegaGadgets,Mobile,WINTER25,3.0.0,179,Riverton
T02072,25-06-2025 08:10:22,001807,19-06-1982,Male,Retail,JewelBox,Control,Cryptocurrency,None,None,None,257.29,Failed,In_App,No,Ethereum,No,Medium,JewelBox,Laptop,WINTER25,3.0.0,433,Kingsport
T02073,03-03-2024 01:32:05,001071,17-02-1958,Female,Government Services,Fire & Safety Department,Trial,Cryptocurrency,None,None,None,261.6,Failed,In_App,Yes,Other,No,Low,Fire & Safety Department,Laptop,SUMMER24,1.2.0,778,Oakridge
T02074,01-07-2025 12:09:22,001107,03-05-1995,Male,Retail,EliteElectronics,Control,Card,Mastercard,Prepaid,None,136.98,Failed,In_Store,No,None,No,Low,EliteElectronics,Computer,SUMMER24,3.2.1,613,Brandybrug
T02075,22-06-2025 00:28:24,001722,03-04-1989,Female,Retail,SparkleJewels,Control,Virtual_Card,None,None,None,164.84,Failed,Online,No,None,Yes,Medium,SparkleJewels,Laptop,SUMMER24,2.0.0,959,Brandybrug
T02076,24-09-2025 15:13:05,001264,24-10-2004,Male,Retail,SparkleJewels,Control,Virtual_Card,None,None,None,396.54,Failed,Online,No,None,Yes,Low,SparkleJewels,Laptop,NONE,1.2.0,117,Eastmoor
T02077,04-11-2025 18:38:25,000886,25-03-1956,Female,Retail,EliteElectronics,Control,QR_Payment,None,None,None,64.26,Failed,In_App,No,None,No,Low,EliteElectronics,POS_Terminal,NONE,3.0.0,239,Stonebridge
T02078,24-02-2025 15:45:20,001439,28-03-1972,Female,Government Services,Public Library,Control,Digital_Wallet,None,None,Revolut,72.87,Failed,In_App,Yes,None,No,Medium,Public Library,POS_Terminal,SUMMER24,2.0.0,253,Black Lake
T02079,27-01-2025 21:08:56,001870,03-08-1952,Female,Retail,QuickShop,Control,Digital_Wallet,None,None,Revolut,219.38,Failed,Online,No,None,No,Low,QuickShop,Mobile,WINTER25,1.2.0,781,Oakridge
T02080,25-06-2024 17:57:03,001688,26-02-2000,Female,Retail,HomeNeeds,Trial,QR_Payment,None,None,None,406.82,Failed,In_Store,No,None,No,Low,HomeNeeds,Computer,WINTER25,2.0.0,450,Stonebridge
T02081,14-05-2024 17:58:51,000396,18-05-2004,Male,Government Services,Metro Transit,Trial,Virtual_Card,None,None,None,322.51,Failed,Online,Yes,None,No,Low,Metro Transit,Mobile,WINTER25,2.2.0,318,Riverton
T02082,16-02-2025 05:43:14,000731,22-09-1997,Female,Government Services,Social Services Center,Control,Digital_Wallet,None,None,PayPal,470.82,Failed,In_App,Yes,None,No,Low,Social Services Center,Laptop,NONE,1.2.0,274,Oakridge
T02083,24-09-2024 11:54:43,001671,20-02-1991,Female,Government Services,Fire & Safety Department,Control,Card,Mastercard,Prepaid,None,82.45,Failed,In_App,Yes,None,No,Low,Fire & Safety Department,Mobile,NONE,1.2.0,439,Riverton
T02084,19-09-2024 08:08:16,000595,05-08-1994,Female,Government Services,Municipal Services Office,Control,Cryptocurrency,None,None,None,395.08,Failed,In_Store,Yes,Other,No,Low,Municipal Services Office,Laptop,NONE,3.1.0,569,Black Lake
T02085,15-08-2024 17:06:58,000214,01-05-1994,Female,Retail,DailyGrocer,Control,Cryptocurrency,None,None,None,427.05,Failed,Online,No,Other,No,Medium,DailyGrocer,Computer,NONE,3.0.0,752,Kingsport
T02086,06-11-2024 11:31:27,001781,26-08-1954,Female,Government Services,Metro Transit,Control,Cryptocurrency,None,None,None,420.86,Failed,In_App,Yes,Ethereum,No,Low,Metro Transit,POS_Terminal,NONE,1.0.0,404,Kingsport
T02087,03-02-2025 22:25:04,001375,25-12-1970,Male,Government Services,Fire & Safety Department,Control,Virtual_Card,None,None,None,373.31,Failed,Online,Yes,None,No,Low,Fire & Safety Department,Laptop,NONE,1.2.0,738,Johnsville
T02088,19-06-2025 18:29:56,000334,17-11-1946,Female,Retail,ActiveSports,Control,QR_Payment,None,None,None,176.77,Failed,In_App,No,None,No,Medium,ActiveSports,POS_Terminal,SUMMER24,1.0.0,775,Stonebridge
T02089,23-11-2025 04:34:08,000332,14-04-1950,Female,Retail,PrimeBakery,Control,QR_Payment,None,None,None,470.07,Failed,In_Store,No,None,No,Medium,PrimeBakery,Computer,SUMMER24,3.0.0,381,Black Lake
T02090,14-01-2025 04:30:56,000845,15-04-1994,Female,Retail,FashionHub,Control,Cryptocurrency,None,None,None,103.96,Failed,Online,No,Ethereum,No,Low,FashionHub,Laptop,NONE,1.0.0,330,Eastmoor
T02091,23-03-2025 07:56:19,001048,04-01-1992,Prefer not to say,Retail,FashionHub,Control,Digital_Wallet,None,None,Wish,472.72,Failed,In_App,No,None,No,Medium,FashionHub,Mobile,WINTER25,1.2.0,657,Eastmoor
T02092,11-07-2024 10:24:55,000729,22-02-1956,Male,Retail,TechStore,Control,Card,Mastercard,Prepaid,None,387.76,Failed,Online,No,None,No,Medium,TechStore,Mobile,NONE,1.0.0,219,Riverton
T02093,27-09-2025 19:59:12,000448,04-12-1983,Female,Retail,GadgetHouse,Control,Digital_Wallet,None,None,Revolut,202.45,Failed,Online,No,None,No,High,GadgetHouse,Laptop,NONE,3.1.0,602,Brandybrug
T02094,01-02-2025 06:56:05,001571,08-02-1997,Female,Retail,GlobalMart,Trial,QR_Payment,None,None,None,463.08,Failed,In_App,No,None,No,Medium,GlobalMart,POS_Terminal,NONE,2.2.0,573,Fairview
T02095,02-06-2025 16:25:51,001840,03-03-1994,Female,Retail,ActiveSports,Control,Virtual_Card,None,None,None,284.6,Failed,In_Store,No,None,No,Low,ActiveSports,Computer,WINTER25,1.0.0,450,Riverton
T02096,27-11-2025 08:55:14,001329,19-04-2000,Male,Retail,PrimeBakery,Control,Virtual_Card,None,None,None,282.01,Failed,In_Store,No,None,Yes,Low,PrimeBakery,Mobile,WINTER25,1.1.0,407,Oakridge
T02097,10-10-2024 03:42:07,001793,08-05-1954,Male,Government Services,Community Health Center,Control,QR_Payment,None,None,None,448.89,Failed,In_Store,Yes,None,No,Low,Community Health Center,Laptop,NONE,2.2.0,264,Riverton
T02098,11-04-2024 17:40:16,001514,24-10-1958,Female,Government Services,Citizens Service Center,Control,QR_Payment,None,None,None,72.56,Failed,Online,Yes,None,No,Low,Citizens Service Center,POS_Terminal,NONE,3.2.1,760,Oakridge
T02099,07-05-2024 09:39:28,001587,20-06-1998,Male,Government Services,Water Board,Trial,QR_Payment,None,None,None,49.04,Failed,Online,Yes,None,No,Medium,Water Board,Laptop,SUMMER24,2.1.0,952,Riverton
T02100,16-01-2025 16:50:42,000605,23-04-1998,Female,Government Services,Social Services Center,Trial,Digital_Wallet,None,None,PayPal,402.11,Failed,Online,Yes,None,No,High,Social Services Center,Laptop,WINTER25,3.0.0,883,Fairview
T02101,15-11-2025 20:13:36,000537,13-10-1986,Female,Retail,GlobalMart,Trial,Cryptocurrency,None,None,None,387.53,Failed,Online,No,Other,No,Low,GlobalMart,Computer,SUMMER24,2.0.0,942,Riverton
T02102,14-06-2025 15:48:29,001758,27-09-1974,Female,Retail,PrimeBakery,Trial,Card,Visa,Prepaid,None,496.02,Failed,In_App,No,None,No,High,PrimeBakery,Mobile,NONE,1.2.0,696,Eastmoor
T02103,23-08-2025 07:58:10,000894,24-11-1944,Female,Retail,HomeNeeds,Trial,Card,Amex,Debit,None,46.04,Failed,In_Store,No,None,No,Medium,HomeNeeds,Mobile,NONE,1.0.0,470,Brandybrug
T02104,01-10-2024 15:14:40,000980,15-12-1976,Prefer not to say,Retail,ActiveGear,Control,Cryptocurrency,None,None,None,353.99,Failed,In_App,No,Bitcoin,No,Medium,ActiveGear,POS_Terminal,NONE,2.1.0,190,Brandybrug
T02105,13-09-2025 17:58:38,001866,08-01-1980,Female,Government Services,Metro Transit,Trial,Digital_Wallet,None,None,Revolut,151.94,Failed,Online,Yes,None,No,Low,Metro Transit,Mobile,NONE,1.1.0,900,Johnsville
T02106,07-06-2024 09:50:08,001639,25-03-1975,Female,Retail,JewelBox,Control,Digital_Wallet,None,None,Revolut,400.72,Failed,In_Store,No,None,No,Low,JewelBox,Computer,WINTER25,1.1.0,306,Eastmoor
T02107,11-04-2025 16:13:10,001572,10-01-1986,Female,Government Services,City Council Office,Control,Digital_Wallet,None,None,Revolut,214.33,Failed,In_App,Yes,None,No,Medium,City Council Office,Mobile,SUMMER24,3.1.0,344,Kingsport
T02108,28-09-2025 10:28:21,000264,,Female,Telecom,SparkMobile,Control,Digital_Wallet,None,None,PayPal,386.86,Failed,In_Store,No,None,No,Medium,SparkMobile,Mobile,NONE,2.0.0,614,Johnsville
T02109,22-06-2024 19:43:00,000081,07-04-2004,Female,Retail,QuickCafe,Trial,QR_Payment,None,None,None,280.68,Failed,Online,No,None,No,Low,QuickCafe,Mobile,NONE,3.2.1,760,Oakridge
T02110,06-07-2025 13:32:41,000144,23-11-2004,Female,Retail,FreshMart,Control,Virtual_Card,None,None,None,404.98,Failed,Online,No,None,No,Medium,FreshMart,Laptop,SUMMER24,1.1.0,792,Fairview
T02111,05-11-2025 20:43:02,001209,05-06-1983,Female,Retail,TechWorld Electronics,Control,Card,Amex,Credit,None,96.9,Failed,In_App,No,None,No,Low,TechWorld Electronics,Laptop,SUMMER24,3.1.0,255,Eastmoor
T02112,13-08-2025 14:25:25,000883,09-07-1958,Female,Government Services,Community Health Center,Control,Virtual_Card,None,None,None,27.86,Failed,In_App,Yes,None,No,Low,Community Health Center,Mobile,WINTER25,1.1.0,111,Eastmoor
T02113,20-06-2025 13:06:14,001123,15-01-1978,Female,Government Services,Public Housing Office,Control,Cryptocurrency,None,None,None,444.04,Failed,In_App,Yes,Bitcoin,No,Low,Public Housing Office,Computer,SUMMER24,2.2.0,932,Black Lake
T02114,28-03-2024 00:06:06,000490,09-05-1989,Male,Government Services,Tax Office,Trial,Digital_Wallet,None,None,PayPal,381.96,Failed,Online,Yes,None,No,High,Tax Office,Computer,WINTER25,2.2.0,540,Black Lake
T02115,17-01-2025 23:54:53,000157,04-04-1954,Female,Retail,BookNest,Control,Virtual_Card,None,None,None,173.13,Failed,In_Store,No,None,No,Low,BookNest,POS_Terminal,WINTER25,2.2.0,869,Brandybrug
