Transaction_Timestamp,MonthPeriod,Sector,Payment_Method,Transaction_Channel,Payment_Group,Transaction_Amount_GBP,Payment_Status,Customer_Segment,Device_Type,DayOfWeek,DayOfWeekNum,Hour,Quarter,Location
2024-05-29 23:46:00,2024-05,Government Services,QR_Payment,In_App,Mobile/Digital Payment,118.27,Failed,Low,Mobile,Wednesday,2,23,2,Stonebridge
2024-05-15 10:14:46,2024-05,Retail,Digital_Wallet,Online,Mobile/Digital Payment,182.7,Failed,Unknown,Mobile,Wednesday,2,10,2,Brandybrug
2025-09-26 15:18:50,2025-09,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,232.04,Failed,Medium,Laptop,Friday,4,15,3,Johnsville
2024-12-11 18:03:07,2024-12,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,128.11,Failed,Low,Mobile,Wednesday,2,18,4,Oakridge
2024-12-01 08:42:34,2024-12,Government Services,QR_Payment,Online,Mobile/Digital Payment,413.58,Failed,Low,Laptop,Sunday,6,8,4,Riverton
2025-06-21 14:21:31,2025-06,Retail,QR_Payment,Online,Mobile/Digital Payment,298.53,Failed,Medium,Mobile,Saturday,5,14,2,Stonebridge
2024-12-10 01:16:24,2024-12,Retail,Cryptocurrency,Online,Mobile/Digital Payment,54.38,Failed,Low,POS_Terminal,Tuesday,1,1,4,Black Lake
2025-07-04 10:01:45,2025-07,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,221.63,Failed,Low,Computer,Friday,4,10,3,Stonebridge
2024-01-01 10:28:58,2024-01,Retail,QR_Payment,In_Store,Mobile/Digital Payment,484.02,Failed,Medium,POS_Terminal,Monday,0,10,1,Riverton
2025-05-27 02:11:49,2025-05,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,190.08,Failed,Low,POS_Terminal,Tuesday,1,2,2,Eastmoor
2024-07-30 11:56:21,2024-07,Retail,Card,In_Store,Card/Bank Payment,254.29,Failed,Low,Laptop,Tuesday,1,11,3,Stonebridge
2025-12-01 23:53:28,2025-12,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,418.71,Failed,Medium,POS_Terminal,Monday,0,23,4,Johnsville
2025-05-06 23:27:14,2025-05,Government Services,Virtual_Card,Online,Mobile/Digital Payment,456.27,Failed,Low,Laptop,Tuesday,1,23,2,Oakridge
2025-11-16 00:19:57,2025-11,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,183.38,Failed,Low,POS_Terminal,Sunday,6,0,4,Kingsport
2025-08-25 16:36:48,2025-08,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,356.17,Failed,High,Mobile,Monday,0,16,3,Eastmoor
2025-01-20 14:20:22,2025-01,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,327.08,Failed,Medium,Computer,Monday,0,14,1,Kingsport
2025-11-06 09:33:18,2025-11,Retail,Card,Online,Card/Bank Payment,291.18,Failed,Low,POS_Terminal,Thursday,3,9,4,Riverton
2024-08-09 05:13:44,2024-08,Retail,Virtual_Card,Online,Mobile/Digital Payment,496.76,Failed,High,POS_Terminal,Friday,4,5,3,Riverton
2025-03-26 07:07:10,2025-03,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,165.37,Failed,Low,Mobile,Wednesday,2,7,1,Oakridge
2025-10-26 03:41:53,2025-10,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,248.94,Failed,Low,Mobile,Sunday,6,3,4,Kingsport
2025-10-01 20:57:18,2025-10,Retail,Virtual_Card,In_App,Mobile/Digital Payment,29.34,Failed,High,Mobile,Wednesday,2,20,4,Stonebridge
2024-03-13 22:47:06,2024-03,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,329.14,Failed,Low,Mobile,Wednesday,2,22,1,Eastmoor
2024-10-28 07:03:30,2024-10,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,356.09,Failed,Low,Computer,Monday,0,7,4,Stonebridge
2025-03-27 18:36:31,2025-03,Retail,Cryptocurrency,Online,Mobile/Digital Payment,341.38,Failed,Low,Laptop,Thursday,3,18,1,Brandybrug
2025-12-23 02:48:05,2025-12,Government Services,QR_Payment,In_App,Mobile/Digital Payment,98.59,Failed,Medium,Laptop,Tuesday,1,2,4,Johnsville
2024-08-09 04:00:11,2024-08,Retail,Cryptocurrency,Online,Mobile/Digital Payment,27.76,Failed,Low,Laptop,Friday,4,4,3,Westhaven
2024-02-28 03:03:17,2024-02,Retail,QR_Payment,In_Store,Mobile/Digital Payment,443.23,Failed,Medium,Laptop,Wednesday,2,3,1,Riverton
2024-09-24 17:14:07,2024-09,Retail,Card,Online,Card/Bank Payment,21.44,Failed,Medium,POS_Terminal,Tuesday,1,17,3,Stonebridge
2024-08-28 03:18:41,2024-08,Government Services,QR_Payment,In_App,Mobile/Digital Payment,282.24,Failed,High,POS_Terminal,Wednesday,2,3,3,Oakridge
2025-03-13 20:28:25,2025-03,Government Services,Card,In_Store,Card/Bank Payment,239.33,Failed,High,Mobile,Thursday,3,20,1,Westhaven
2025-07-24 20:19:44,2025-07,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,453.27,Failed,Medium,Laptop,Thursday,3,20,3,Stonebridge
2024-08-17 22:34:42,2024-08,Retail,QR_Payment,Online,Mobile/Digital Payment,124.92,Failed,Medium,Computer,Saturday,5,22,3,Riverton
2025-03-26 23:46:15,2025-03,Retail,Virtual_Card,In_App,Mobile/Digital Payment,353.14,Failed,Low,Mobile,Wednesday,2,23,1,Oakridge
2025-04-15 11:20:54,2025-04,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,323.44,Failed,High,POS_Terminal,Tuesday,1,11,2,Stonebridge
2024-01-28 11:15:48,2024-01,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,283.22,Failed,Low,Laptop,Sunday,6,11,1,Brandybrug
2024-04-26 05:59:20,2024-04,Retail,QR_Payment,In_App,Mobile/Digital Payment,338.59,Failed,Low,Mobile,Friday,4,5,2,Westhaven
2024-01-19 10:51:44,2024-01,Government Services,QR_Payment,Online,Mobile/Digital Payment,339.43,Failed,Low,Mobile,Friday,4,10,1,Eastmoor
2024-07-15 09:29:30,2024-07,Telecom,Virtual_Card,Online,Mobile/Digital Payment,447.13,Failed,Low,POS_Terminal,Monday,0,9,3,Eastmoor
2025-06-16 17:29:20,2025-06,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,367.61,Failed,Low,Laptop,Monday,0,17,2,Fairview
2024-04-23 22:47:49,2024-04,Retail,Digital_Wallet,Online,Mobile/Digital Payment,240.71,Failed,Low,Unknown,Tuesday,1,22,2,Black Lake
2025-11-28 06:37:48,2025-11,Telecom,Cryptocurrency,In_App,Mobile/Digital Payment,326.53,Failed,Medium,Computer,Friday,4,6,4,Black Lake
2024-09-02 02:24:00,2024-09,Telecom,Virtual_Card,In_Store,Mobile/Digital Payment,394.85,Failed,Low,Laptop,Monday,0,2,3,Brandybrug
2024-05-03 07:51:46,2024-05,Government Services,Card,In_Store,Card/Bank Payment,211.27,Failed,Low,Mobile,Friday,4,7,2,Stonebridge
2024-10-11 00:40:22,2024-10,Retail,QR_Payment,Online,Mobile/Digital Payment,246.04,Failed,Low,POS_Terminal,Friday,4,0,4,Stonebridge
2025-11-19 06:24:33,2025-11,Retail,QR_Payment,In_App,Mobile/Digital Payment,458.49,Failed,Low,Laptop,Wednesday,2,6,4,Westhaven
2025-03-03 06:50:11,2025-03,Government Services,Virtual_Card,Online,Mobile/Digital Payment,8.03,Failed,Medium,Computer,Monday,0,6,1,Westhaven
2024-12-21 20:30:05,2024-12,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,72.0,Failed,High,POS_Terminal,Saturday,5,20,4,Brandybrug
2024-11-05 19:45:54,2024-11,Retail,Digital_Wallet,Online,Mobile/Digital Payment,398.53,Failed,Medium,POS_Terminal,Tuesday,1,19,4,Stonebridge
2024-07-18 17:45:48,2024-07,Retail,QR_Payment,In_App,Mobile/Digital Payment,98.74,Failed,Medium,Mobile,Thursday,3,17,3,Black Lake
2024-09-16 23:03:09,2024-09,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,6.28,Failed,Low,Mobile,Monday,0,23,3,Kingsport
2025-01-01 13:47:11,2025-01,Government Services,QR_Payment,Online,Mobile/Digital Payment,318.35,Failed,Medium,POS_Terminal,Wednesday,2,13,1,Johnsville
2025-11-14 14:34:31,2025-11,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,67.63,Failed,Medium,Computer,Friday,4,14,4,Kingsport
2024-03-05 15:04:09,2024-03,Entertainment,Card,In_Store,Card/Bank Payment,43.71,Failed,Medium,Computer,Tuesday,1,15,1,Westhaven
2024-01-03 03:30:26,2024-01,Government Services,Card,In_Store,Card/Bank Payment,389.94,Failed,Low,POS_Terminal,Wednesday,2,3,1,Brandybrug
2024-01-31 14:38:52,2024-01,Retail,Card,Online,Card/Bank Payment,30.05,Failed,Low,Laptop,Wednesday,2,14,1,Riverton
2025-07-22 13:38:46,2025-07,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,456.09,Failed,Medium,Mobile,Tuesday,1,13,3,Johnsville
2024-03-12 03:22:32,2024-03,Government Services,Card,Online,Card/Bank Payment,235.02,Failed,Medium,POS_Terminal,Tuesday,1,3,1,Brandybrug
2024-01-10 04:21:10,2024-01,Retail,QR_Payment,Online,Mobile/Digital Payment,283.11,Failed,High,Laptop,Wednesday,2,4,1,Johnsville
2024-01-10 06:51:38,2024-01,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,452.33,Failed,Medium,POS_Terminal,Wednesday,2,6,1,Riverton
2025-05-12 02:32:01,2025-05,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,297.91,Failed,Low,POS_Terminal,Monday,0,2,2,Brandybrug
2024-09-26 04:08:05,2024-09,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,129.7,Failed,Low,Laptop,Thursday,3,4,3,Stonebridge
2024-08-08 18:07:21,2024-08,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,146.57,Failed,Low,Computer,Thursday,3,18,3,Westhaven
2025-12-29 02:59:50,2025-12,Telecom,Virtual_Card,In_App,Mobile/Digital Payment,398.31,Failed,Medium,POS_Terminal,Monday,0,2,4,Stonebridge
2025-08-18 20:11:58,2025-08,Retail,QR_Payment,Online,Mobile/Digital Payment,172.41,Failed,Medium,POS_Terminal,Monday,0,20,3,Riverton
2025-02-08 15:29:28,2025-02,Telecom,Cryptocurrency,In_App,Mobile/Digital Payment,40.34,Failed,Medium,Mobile,Saturday,5,15,1,Riverton
2025-01-25 22:29:08,2025-01,Retail,Card,In_App,Card/Bank Payment,222.66,Failed,Low,Computer,Saturday,5,22,1,Eastmoor
2024-05-21 20:58:47,2024-05,Retail,QR_Payment,In_App,Mobile/Digital Payment,73.53,Failed,Low,Mobile,Tuesday,1,20,2,Black Lake
2025-12-08 15:05:31,2025-12,Retail,Card,In_App,Card/Bank Payment,205.77,Failed,Medium,Computer,Monday,0,15,4,Brandybrug
2024-02-29 07:43:03,2024-02,Retail,Virtual_Card,Online,Mobile/Digital Payment,250.54,Failed,High,Mobile,Thursday,3,7,1,Eastmoor
2025-05-20 12:25:56,2025-05,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,438.91,Failed,Medium,Laptop,Tuesday,1,12,2,Brandybrug
2024-09-25 20:59:25,2024-09,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,168.14,Failed,Medium,Unknown,Wednesday,2,20,3,Fairview
2025-02-05 14:21:17,2025-02,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,359.41,Failed,Low,Mobile,Wednesday,2,14,1,Kingsport
2025-04-17 21:47:27,2025-04,Retail,QR_Payment,In_App,Mobile/Digital Payment,193.91,Failed,Low,Laptop,Thursday,3,21,2,Johnsville
2025-01-09 05:00:39,2025-01,Retail,Virtual_Card,In_App,Mobile/Digital Payment,41.22,Failed,Medium,Mobile,Thursday,3,5,1,Riverton
2025-02-19 19:22:27,2025-02,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,416.26,Failed,Low,POS_Terminal,Wednesday,2,19,1,Oakridge
2025-02-06 16:58:51,2025-02,Telecom,Cryptocurrency,In_App,Mobile/Digital Payment,231.05,Failed,Low,Computer,Thursday,3,16,1,Oakridge
2024-07-19 09:08:27,2024-07,Retail,Card,In_Store,Card/Bank Payment,3.13,Failed,Medium,Laptop,Friday,4,9,3,Black Lake
2025-06-20 21:56:32,2025-06,Retail,Virtual_Card,Online,Mobile/Digital Payment,332.08,Failed,Medium,Laptop,Friday,4,21,2,Oakridge
2025-04-13 05:12:15,2025-04,Telecom,QR_Payment,In_Store,Mobile/Digital Payment,420.9,Failed,High,Computer,Sunday,6,5,2,Eastmoor
2024-11-23 17:23:18,2024-11,Government Services,Virtual_Card,Online,Mobile/Digital Payment,460.64,Failed,Medium,Computer,Saturday,5,17,4,Stonebridge
2024-04-15 17:08:47,2024-04,Telecom,Digital_Wallet,In_App,Mobile/Digital Payment,483.08,Failed,Low,Mobile,Monday,0,17,2,Fairview
2024-07-14 23:38:42,2024-07,Retail,Digital_Wallet,Online,Mobile/Digital Payment,190.0,Failed,Low,Laptop,Sunday,6,23,3,Eastmoor
2024-02-11 01:20:09,2024-02,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,358.02,Failed,Medium,Mobile,Sunday,6,1,1,Brandybrug
2024-08-08 19:09:17,2024-08,Retail,QR_Payment,Online,Mobile/Digital Payment,209.77,Failed,Medium,Mobile,Thursday,3,19,3,Oakridge
2025-06-26 13:30:54,2025-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,452.14,Failed,High,Mobile,Thursday,3,13,2,Riverton
2025-06-25 08:10:22,2025-06,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,257.29,Failed,Medium,Laptop,Wednesday,2,8,2,Kingsport
2024-03-03 01:32:05,2024-03,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,261.6,Failed,Low,Laptop,Sunday,6,1,1,Oakridge
2025-07-01 12:09:22,2025-07,Retail,Card,In_Store,Card/Bank Payment,136.98,Failed,Low,Computer,Tuesday,1,12,3,Brandybrug
2025-06-22 00:28:24,2025-06,Retail,Virtual_Card,Online,Mobile/Digital Payment,164.84,Failed,Medium,Laptop,Sunday,6,0,2,Brandybrug
2025-09-24 15:13:05,2025-09,Retail,Virtual_Card,Online,Mobile/Digital Payment,396.54,Failed,Low,Laptop,Wednesday,2,15,3,Eastmoor
2025-11-04 18:38:25,2025-11,Retail,QR_Payment,In_App,Mobile/Digital Payment,64.26,Failed,Low,POS_Terminal,Tuesday,1,18,4,Stonebridge
2025-02-24 15:45:20,2025-02,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,72.87,Failed,Medium,POS_Terminal,Monday,0,15,1,Black Lake
2025-01-27 21:08:56,2025-01,Retail,Digital_Wallet,Online,Mobile/Digital Payment,219.38,Failed,Low,Mobile,Monday,0,21,1,Oakridge
2024-06-25 17:57:03,2024-06,Retail,QR_Payment,In_Store,Mobile/Digital Payment,406.82,Failed,Low,Computer,Tuesday,1,17,2,Stonebridge
2024-05-14 17:58:51,2024-05,Government Services,Virtual_Card,Online,Mobile/Digital Payment,322.51,Failed,Low,Mobile,Tuesday,1,17,2,Riverton
2025-02-16 05:43:14,2025-02,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,470.82,Failed,Low,Laptop,Sunday,6,5,1,Oakridge
2024-09-24 11:54:43,2024-09,Government Services,Card,In_App,Card/Bank Payment,82.45,Failed,Low,Mobile,Tuesday,1,11,3,Riverton
2024-09-19 08:08:16,2024-09,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,395.08,Failed,Low,Laptop,Thursday,3,8,3,Black Lake
2024-08-15 17:06:58,2024-08,Retail,Cryptocurrency,Online,Mobile/Digital Payment,427.05,Failed,Medium,Computer,Thursday,3,17,3,Kingsport
2024-11-06 11:31:27,2024-11,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,420.86,Failed,Low,POS_Terminal,Wednesday,2,11,4,Kingsport
2025-02-03 22:25:04,2025-02,Government Services,Virtual_Card,Online,Mobile/Digital Payment,373.31,Failed,Low,Laptop,Monday,0,22,1,Johnsville
2025-06-19 18:29:56,2025-06,Retail,QR_Payment,In_App,Mobile/Digital Payment,176.77,Failed,Medium,POS_Terminal,Thursday,3,18,2,Stonebridge
2025-11-23 04:34:08,2025-11,Retail,QR_Payment,In_Store,Mobile/Digital Payment,470.07,Failed,Medium,Computer,Sunday,6,4,4,Black Lake
2025-01-14 04:30:56,2025-01,Retail,Cryptocurrency,Online,Mobile/Digital Payment,103.96,Failed,Low,Laptop,Tuesday,1,4,1,Eastmoor
2025-03-23 07:56:19,2025-03,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,472.72,Failed,Medium,Mobile,Sunday,6,7,1,Eastmoor
2024-07-11 10:24:55,2024-07,Retail,Card,Online,Card/Bank Payment,387.76,Failed,Medium,Mobile,Thursday,3,10,3,Riverton
2025-09-27 19:59:12,2025-09,Retail,Digital_Wallet,Online,Mobile/Digital Payment,202.45,Failed,High,Laptop,Saturday,5,19,3,Brandybrug
2025-02-01 06:56:05,2025-02,Retail,QR_Payment,In_App,Mobile/Digital Payment,463.08,Failed,Medium,POS_Terminal,Saturday,5,6,1,Fairview
2025-06-02 16:25:51,2025-06,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,284.6,Failed,Low,Computer,Monday,0,16,2,Riverton
2025-11-27 08:55:14,2025-11,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,282.01,Failed,Low,Mobile,Thursday,3,8,4,Oakridge
2024-10-10 03:42:07,2024-10,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,448.89,Failed,Low,Laptop,Thursday,3,3,4,Riverton
2024-04-11 17:40:16,2024-04,Government Services,QR_Payment,Online,Mobile/Digital Payment,72.56,Failed,Low,POS_Terminal,Thursday,3,17,2,Oakridge
2024-05-07 09:39:28,2024-05,Government Services,QR_Payment,Online,Mobile/Digital Payment,49.04,Failed,Medium,Laptop,Tuesday,1,9,2,Riverton
2025-01-16 16:50:42,2025-01,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,402.11,Failed,High,Laptop,Thursday,3,16,1,Fairview
2025-11-15 20:13:36,2025-11,Retail,Cryptocurrency,Online,Mobile/Digital Payment,387.53,Failed,Low,Computer,Saturday,5,20,4,Riverton
2025-06-14 15:48:29,2025-06,Retail,Card,In_App,Card/Bank Payment,496.02,Failed,High,Mobile,Saturday,5,15,2,Eastmoor
2025-08-23 07:58:10,2025-08,Retail,Card,In_Store,Card/Bank Payment,46.04,Failed,Medium,Mobile,Saturday,5,7,3,Brandybrug
2024-10-01 15:14:40,2024-10,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,353.99,Failed,Medium,POS_Terminal,Tuesday,1,15,4,Brandybrug
2025-09-13 17:58:38,2025-09,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,151.94,Failed,Low,Mobile,Saturday,5,17,3,Johnsville
2024-06-07 09:50:08,2024-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,400.72,Failed,Low,Computer,Friday,4,9,2,Eastmoor
2025-04-11 16:13:10,2025-04,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,214.33,Failed,Medium,Mobile,Friday,4,16,2,Kingsport
2025-09-28 10:28:21,2025-09,Telecom,Digital_Wallet,In_Store,Mobile/Digital Payment,386.86,Failed,Medium,Mobile,Sunday,6,10,3,Johnsville
2024-06-22 19:43:00,2024-06,Retail,QR_Payment,Online,Mobile/Digital Payment,280.68,Failed,Low,Mobile,Saturday,5,19,2,Oakridge
2025-07-06 13:32:41,2025-07,Retail,Virtual_Card,Online,Mobile/Digital Payment,404.98,Failed,Medium,Laptop,Sunday,6,13,3,Fairview
2025-11-05 20:43:02,2025-11,Retail,Card,In_App,Card/Bank Payment,96.9,Failed,Low,Laptop,Wednesday,2,20,4,Eastmoor
2025-08-13 14:25:25,2025-08,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,27.86,Failed,Low,Mobile,Wednesday,2,14,3,Eastmoor
2025-06-20 13:06:14,2025-06,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,444.04,Failed,Low,Computer,Friday,4,13,2,Black Lake
2024-03-28 00:06:06,2024-03,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,381.96,Failed,High,Computer,Thursday,3,0,1,Black Lake
2025-01-17 23:54:53,2025-01,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,173.13,Failed,Low,POS_Terminal,Friday,4,23,1,Brandybrug
2024-10-05 03:34:44,2024-10,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,38.55,Failed,High,Laptop,Saturday,5,3,4,Eastmoor
2025-05-29 07:07:43,2025-05,Government Services,Card,In_Store,Card/Bank Payment,486.24,Failed,Medium,Mobile,Thursday,3,7,2,Black Lake
2024-05-25 23:53:26,2024-05,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,31.15,Failed,High,POS_Terminal,Saturday,5,23,2,Fairview
2025-04-16 21:16:55,2025-04,Entertainment,Virtual_Card,Online,Mobile/Digital Payment,343.52,Failed,Low,Laptop,Wednesday,2,21,2,Westhaven
2024-02-16 00:47:01,2024-02,Retail,QR_Payment,Online,Mobile/Digital Payment,261.93,Failed,Low,Unknown,Friday,4,0,1,Johnsville
2024-08-01 02:13:20,2024-08,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,92.12,Failed,High,Laptop,Thursday,3,2,3,Oakridge
2025-08-27 12:51:55,2025-08,Retail,Cryptocurrency,Online,Mobile/Digital Payment,263.54,Failed,High,Laptop,Wednesday,2,12,3,Fairview
2025-07-22 17:21:15,2025-07,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,262.77,Failed,High,Laptop,Tuesday,1,17,3,Riverton
2025-07-30 20:49:45,2025-07,Retail,Card,In_Store,Card/Bank Payment,384.88,Failed,Medium,POS_Terminal,Wednesday,2,20,3,Oakridge
2025-10-31 11:33:54,2025-10,Government Services,Virtual_Card,Online,Mobile/Digital Payment,271.79,Failed,Low,POS_Terminal,Friday,4,11,4,Fairview
2025-10-15 08:52:43,2025-10,Entertainment,Digital_Wallet,In_App,Mobile/Digital Payment,9.48,Failed,Medium,Laptop,Wednesday,2,8,4,Riverton
2025-02-07 00:39:30,2025-02,Retail,QR_Payment,In_Store,Mobile/Digital Payment,259.11,Failed,Medium,Unknown,Friday,4,0,1,Stonebridge
2024-06-28 08:04:10,2024-06,Government Services,Card,In_App,Card/Bank Payment,53.72,Failed,High,Computer,Friday,4,8,2,Stonebridge
2024-01-29 23:37:40,2024-01,Retail,QR_Payment,Online,Mobile/Digital Payment,3.43,Failed,Low,Mobile,Monday,0,23,1,Johnsville
2024-10-14 06:54:13,2024-10,Retail,QR_Payment,In_Store,Mobile/Digital Payment,355.96,Failed,Low,POS_Terminal,Monday,0,6,4,Oakridge
2024-10-23 02:15:13,2024-10,Retail,Card,In_Store,Card/Bank Payment,38.99,Failed,Low,Laptop,Wednesday,2,2,4,Riverton
2024-09-22 09:39:31,2024-09,Government Services,Virtual_Card,Online,Mobile/Digital Payment,454.97,Failed,Medium,POS_Terminal,Sunday,6,9,3,Oakridge
2025-08-07 22:02:53,2025-08,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,226.59,Failed,Low,Mobile,Thursday,3,22,3,Kingsport
2025-05-05 19:09:33,2025-05,Retail,QR_Payment,In_App,Mobile/Digital Payment,423.95,Failed,Medium,POS_Terminal,Monday,0,19,2,Eastmoor
2024-01-06 09:28:10,2024-01,Retail,Virtual_Card,Online,Mobile/Digital Payment,76.94,Failed,Low,Laptop,Saturday,5,9,1,Fairview
2025-01-01 06:49:29,2025-01,Retail,Card,In_App,Card/Bank Payment,482.99,Failed,Low,Laptop,Wednesday,2,6,1,Oakridge
2024-10-12 13:30:07,2024-10,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,419.03,Failed,Low,POS_Terminal,Saturday,5,13,4,Black Lake
2025-08-29 12:53:25,2025-08,Retail,Virtual_Card,Online,Mobile/Digital Payment,17.54,Failed,Low,Mobile,Friday,4,12,3,Kingsport
2025-10-26 23:28:01,2025-10,Government Services,Card,In_Store,Card/Bank Payment,408.31,Failed,Low,Computer,Sunday,6,23,4,Westhaven
2025-09-23 10:31:25,2025-09,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,405.42,Failed,Low,Computer,Tuesday,1,10,3,Johnsville
2024-08-24 19:23:32,2024-08,Retail,QR_Payment,In_Store,Mobile/Digital Payment,128.29,Failed,Medium,POS_Terminal,Saturday,5,19,3,Brandybrug
2025-10-10 19:14:54,2025-10,Government Services,Virtual_Card,Online,Mobile/Digital Payment,422.53,Failed,Low,POS_Terminal,Friday,4,19,4,Black Lake
2024-01-10 07:20:20,2024-01,Retail,Card,In_App,Card/Bank Payment,103.14,Failed,Low,POS_Terminal,Wednesday,2,7,1,Riverton
2025-03-30 10:35:59,2025-03,Retail,Card,Online,Card/Bank Payment,107.22,Failed,Low,Laptop,Sunday,6,10,1,Oakridge
2025-04-15 17:23:37,2025-04,Government Services,Card,In_App,Card/Bank Payment,223.03,Failed,Medium,Mobile,Tuesday,1,17,2,Riverton
2024-12-14 08:06:59,2024-12,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,428.36,Failed,Medium,Computer,Saturday,5,8,4,Kingsport
2024-05-14 22:33:57,2024-05,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,357.1,Failed,High,Laptop,Tuesday,1,22,2,Brandybrug
2025-06-07 21:38:45,2025-06,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,429.86,Failed,High,POS_Terminal,Saturday,5,21,2,Eastmoor
2024-02-07 11:57:49,2024-02,Telecom,QR_Payment,In_Store,Mobile/Digital Payment,189.8,Failed,Low,POS_Terminal,Wednesday,2,11,1,Johnsville
2024-09-22 08:50:34,2024-09,Retail,Card,In_Store,Card/Bank Payment,479.93,Failed,Medium,Computer,Sunday,6,8,3,Fairview
2024-04-03 20:16:15,2024-04,Retail,QR_Payment,In_App,Mobile/Digital Payment,466.58,Failed,Medium,Computer,Wednesday,2,20,2,Fairview
2025-10-27 01:49:05,2025-10,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,182.26,Failed,Low,Laptop,Monday,0,1,4,Westhaven
2024-06-14 08:28:37,2024-06,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,429.13,Failed,Low,Laptop,Friday,4,8,2,Westhaven
2024-08-15 02:34:45,2024-08,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,3.36,Failed,Medium,Mobile,Thursday,3,2,3,Eastmoor
2024-05-14 01:09:33,2024-05,Government Services,Card,Online,Card/Bank Payment,385.68,Failed,Low,Laptop,Tuesday,1,1,2,Fairview
2025-03-30 19:33:13,2025-03,Telecom,Virtual_Card,Online,Mobile/Digital Payment,364.28,Failed,High,POS_Terminal,Sunday,6,19,1,Eastmoor
2025-10-05 20:39:00,2025-10,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,205.52,Failed,Low,Laptop,Sunday,6,20,4,Black Lake
2024-05-26 17:34:23,2024-05,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,224.06,Failed,Low,POS_Terminal,Sunday,6,17,2,Oakridge
2025-08-06 22:50:00,2025-08,Retail,Virtual_Card,In_App,Mobile/Digital Payment,82.95,Failed,Medium,Mobile,Wednesday,2,22,3,Kingsport
2025-01-26 22:33:25,2025-01,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,361.55,Failed,Low,POS_Terminal,Sunday,6,22,1,Stonebridge
